6144;DB;100;seq;LIKEE;1000;0;326757529;425609
6144;DB;200;seq;LIKEE;1000;0;312997646;736070
6144;DB;500;seq;LIKEE;1000;0;372736157;986741
6144;DB;1000;seq;LIKEE;1000;1;426966222;924236
6144;DB;2000;seq;LIKEE;1000;1;381747976;1188495
6144;DB;5000;seq;LIKEE;1000;1;397897694;2544381
6144;DB;7500;seq;LIKEE;1000;1;433595006;2929523
6144;DB;10000;seq;LIKEE;1000;2;433647181;3573407
6144;DB;15000;seq;LIKEE;1000;11;461496236;5080942
6144;DB;20000;seq;LIKEE;1000;11;458728949;7216840
6144;DB;25000;seq;LIKEE;1000;11;483550665;7826150
6144;DB;30000;seq;LIKEE;1000;11;470578896;9590281
6144;DB;40000;seq;LIKEE;1000;11;546584329;17554119
6144;DB;50000;seq;LIKEE;1000;11;551153155;13246469
6144;DB;75000;seq;LIKEE;1000;11;578482508;18162889
6144;DB;100000;seq;LIKEE;1000;12;734132588;23742979
6144;DB;150000;seq;LIKEE;1000;111;844129230;39951838
6144;DB;200000;seq;LIKEE;1000;111;859489348;54041973
6144;DB;250000;seq;LIKEE;1000;111;1065248168;60189725
6144;DB;500000;seq;LIKEE;1000;111;1566364848;116190025
6144;DB;1000000;seq;LIKEE;1000;112;2390692670;229735594
6144;DB;2000000;seq;LIKEE;1000;1111;3789961713;443478329
6144;DB;5000000;seq;LIKEE;1000;1111;11855422780;1107877123
6144;DB;10000000;seq;LIKEE;1000;1112;22879687556;2193905200
