256;DB;100;seq;LIKEE;1;12;383259754;4255720
256;DB;200;seq;LIKEE;1;111;408586166;9367095
256;DB;500;seq;LIKEE;1;111;397297101;10950963
256;DB;1000;seq;LIKEE;1;112;407601685;9208558
256;DB;2000;seq;LIKEE;1;1111;435449539;18179845
256;DB;5000;seq;LIKEE;1;1111;459901848;19437103
256;DB;7500;seq;LIKEE;1;1111;464974435;22707331
256;DB;10000;seq;LIKEE;1;1112;485301627;20765291
256;DB;15000;seq;LIKEE;1;6112;590132333;56939011
256;DB;20000;seq;LIKEE;1;11111;738432042;102214376
256;DB;25000;seq;LIKEE;1;11111;745254990;105640820
256;DB;30000;seq;LIKEE;1;11111;736283067;102360659
256;DB;40000;seq;LIKEE;1;11111;799303509;102507586
256;DB;50000;seq;LIKEE;1;11111;802177528;117229166
256;DB;75000;seq;LIKEE;1;11111;928897290;116275239
256;DB;100000;seq;LIKEE;1;11112;1134653536;113074460
256;DB;150000;seq;LIKEE;1;61112;1956818244;1643375849
512;DB;100;seq;LIKEE;1;12;385780242;2112786
512;DB;200;seq;LIKEE;1;111;340834098;9176030
512;DB;500;seq;LIKEE;1;111;373314247;8823683
512;DB;1000;seq;LIKEE;1;112;375403059;9888178
512;DB;2000;seq;LIKEE;1;1111;447064987;19432931
512;DB;5000;seq;LIKEE;1;1111;487207183;17154388
512;DB;7500;seq;LIKEE;1;1111;495152457;20998185
512;DB;10000;seq;LIKEE;1;1112;498890370;20914716
512;DB;15000;seq;LIKEE;1;6112;589878468;56228506
512;DB;20000;seq;LIKEE;1;11111;756410376;92864365
512;DB;25000;seq;LIKEE;1;11111;758322763;87351306
512;DB;30000;seq;LIKEE;1;11111;746576705;91353432
512;DB;40000;seq;LIKEE;1;11111;747927154;101266153
512;DB;50000;seq;LIKEE;1;11111;789583562;93186694
512;DB;75000;seq;LIKEE;1;11111;800943194;96972429
512;DB;100000;seq;LIKEE;1;11112;1042695172;103765053
512;DB;150000;seq;LIKEE;1;61112;2266405051;936679008
512;DB;200000;seq;LIKEE;1;111111;4186757348;2448561044
512;DB;250000;seq;LIKEE;1;111111;4114859789;2434375431
512;DB;500000;seq;LIKEE;1;111111;4576187743;2535150992
512;DB;1000000;seq;LIKEE;1;111112;5305184391;2469740723
1024;DB;100;seq;LIKEE;1;12;355540420;3332020
1024;DB;200;seq;LIKEE;1;111;365865724;8698454
1024;DB;500;seq;LIKEE;1;111;389898972;7447339
1024;DB;1000;seq;LIKEE;1;112;419573437;10241812
1024;DB;2000;seq;LIKEE;1;1111;468197355;18634760
1024;DB;5000;seq;LIKEE;1;1111;431089484;17394935
1024;DB;7500;seq;LIKEE;1;1111;507456807;20195267
1024;DB;10000;seq;LIKEE;1;1112;496535419;21989447
1024;DB;15000;seq;LIKEE;1;6112;552236491;55525974
1024;DB;20000;seq;LIKEE;1;11111;721225262;79169649
1024;DB;25000;seq;LIKEE;1;11111;700808000;86257840
1024;DB;30000;seq;LIKEE;1;11111;705852741;83761975
1024;DB;40000;seq;LIKEE;1;11111;762886725;87897074
1024;DB;50000;seq;LIKEE;1;11111;758133881;86281395
1024;DB;75000;seq;LIKEE;1;11111;814589488;108219093
1024;DB;100000;seq;LIKEE;1;11112;1052794328;92762063
1024;DB;150000;seq;LIKEE;1;61112;2008297746;655974009
1024;DB;200000;seq;LIKEE;1;111111;3269882577;1351292771
1024;DB;250000;seq;LIKEE;1;111111;3271856147;1524280979
1024;DB;500000;seq;LIKEE;1;111111;3737673331;1505527686
